label,text
1,international sales rose 59 8 eur 1 244 4 mn
1,mformation nokia noted established interoperability agreements cover commercially proven standards based management mobile devices well mobile device security mobile application management
1,however proportion paid standing orders grew 2009
1,nokia controls 50 percent phone sales india africa strong prosition emerging markets
0,sales volume coca cola market share decreased 2 2 24 2
1,stora enso owns 43 percent bergvik earns therefore sek 1 5 bn value appreciation
0,seawind en route finnish port turku stockholm got stuck ice already around 4 p wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short 2 thursday
1,january september 2010 fiskars net profit went 14 year year eur 65 4 million net sales eur 525 3 million eur 487 7 million
1,lemcon signed investment cooperation agreement kaluga regional administration last november
1,current year raute expects net sales increase operating result 2
0,company profit taxes fell eur 21 1 mn third quarter 2008 compared eur 35 8 mn corresponding period 2007
0,july september 2009 konecranes sales decreased eur 368 7 mn eur 520 4 mn july september 2008
1,operating profit rose eur2 4 eur1 6 year earlier
1,however simdax remain available markets already approved marketing authorisations submitted applications 40 countries orion added
0,according arokarhu purchases scanned cash register computer disappeared total sum key pressed
0,adpnews jul 17 2009 finland based steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur 184 million usd 259 7 first half 2009 net profit eur 2
1,fiskars world 1 scissors brand tm recently learning magazine 2011 teachers choice award classroom
1,company enhance gprs capability existing 12 idea telecom service areas add 10 service areas network
0,company initially estimated would cut 30 jobs
1,credit 20 november 2009 finnish glass technology company glaston oyj abp hel gla1v said today concluded eur74m revolving credit facility agreement core banks
1,stock rose third day tuesday bringing three day rise gbx10 50 1 8
0,raw materials prices surged past year fueled part rapid industrialization china india developing nations
1,new product launches finland double 2005
0,operating profit 12 month period decreased eur17 9 net sales increased eur58 3 compared 2007
1,basware product sales grew strongly financial period 24 percent
1,according schmardin nordea likely try win customers pension fund providers
0,small investors voiced fears shares end risk investors
0,finnish company previously said operating result lower break even posted year earlier
1,australian company mirabela nickel awarded outokumpu technology contract grinding technology nickel sulfide project bahia state brazil
1,operating profit rose eur 5mn eur 2 8 mn fourth quarter 2008
1,companies able keep market positions
0,elisa ceo sami seppanen said emt slogan best coverage across estonia clearly gives misleading information consumers
0,nokia siemens networks struggled make profit past two years
0,glaston net profit third quarter 2007 dropped 2 4 mln euro 3 5 mln 3 5 mln euro 5 1 mln corresponding period 2006
1,company consolidated operating profit amounted eur 15 86 mn eur 4 14 mn year year
0,finland based stockmann group closed seven franchising sports stores nike russia
1,capitalize experience number similar bridge projects nordic countries
1,court found telecominvest arguments convincing
0,net sales decreased eur 91 6 mn eur 109mn corresponding period 2005
1,teliasonera said 100 million invested next year region bring mobile coverage 90 nepal population
1,memorandum understanding cooperation finnish global chemical company kemira vietnam national chemicals group vinachem signed occasion
1,finnish forest machinery manufacturer ponsse agreed volvo start cooperation latin america
0,personnel reduction carried anjalankoski hollola jyvaskyla jarvenpaa karhula turku valkeakoski units
0,finnish swedish stora enso understand decision issued federal judge brazil concerning stora enso associated pulp company veracel
0,vaisala net profit third quarter 2007 dropped 3 0 mln euro 4 3 mln 6 8 mln euro 9 8 mln period 2006
1,vacon cash flow operations grew eur 37 1 mn eur 21 9 mn year ago
1,future company intends look know outside company cooperate actors sector
1,last year finnair recorded 32 6 percent growth asian sector carrying 1 10 million passengers two continents
1,decision sell share lenenergo reached line fortum strategic plans invest mainly generating assets russia lenenergo grid company press release said
1,proud able use kind innovative mobile service voting elections
0,yit lodged counter claims neste oil totaling eur25m primarily based work carried contract additional costs incurred due prolongation project
1,investors continue interested company share although quite cheap affarsvarlden said
1,nokia 0 12 pct 16 70 eur kicking morning 0 territory
1,agreement strengthens long term partnership nokia siemens networks
0,jp morgan expects scala lower nobel biocare growth forecast 2007 current guidance 23 25 pct well operating margin target current 34 35 pct
1,key shareholders finnish services provider tietoenator oyj friday rejected hostile eur1 08 billion 1 67 billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa
1,training modules aim strengthening public accounting abilities fulfilling communal project management
1,result distribution companies start distribute addition current product offering shimano reels rods shimano fishing tackle products exclusive basis
1,two companies also partner developing raiso cholesterol lowering brand benecol
0,nokia shares hit 13 21 euros friday 50 percent start year part slow introduction touch screen models
0,according latvian business register uponor latvia closed red lvl 99 000 eur 139 538 17 usd 194 556 48 turnover lvl 2 346 mn 2009
0,net sales dropped 6 year year eur 11 9 million
1,lifetree founded 2000 revenues risen average 40 margins late 30s
1,upm kymmene generated thirty one consecutive quarters 2 ebitda
1,diluted loss per share stood eur 0 15 versus eur 0 26
1,tieto offers aktia good foundation required support services implementing update project says juha volotinen responsible aktia web services
0,2009 3 february 2010 finland based steel maker rautaruukki oyj hel rtrks ruukki said today slipped larger expected pretax loss eur46m fourth quarter 2009 year earlier profit eur45m
1,finnish lifting equipment maker kone oyj said october 4 2007 order worth 15 mln euro 21 2 mln deliver total 53 custom designed elevators norwegian shipbuilder aker yards asa
1,stonesoft sees great promise future ipv6
1,fair value investment properties totalled eur 2 299 9 mn compared eur 2 229 5 mn corresponding period 2009
1,group cash flow operations 2
1,price raw material aluminium went end 2005 company considers outlook 2006 favourable
0,based first quarter result existing order backlog new order prospects company expects full year sales contract 25 2008 gross margin stay healthy level operating profit margin lower 2008 due lower sales volume
1,planned facility estimated cost around 814 million would largest biodiesel plant world use palm oil certified roundtable sustainable palm oil rspo
0,hand finnish sawmills production decreased even
0,operating loss totaled eur 0 8 mn compared profit eur 0 5 mn
1,bold spinning 360 red fabric design set beautifully ercols napoli sofa
1,uponor improved performance spite decrease residential construction us
1,diluted eps rose eur3 68 eur0 50
1,finland leading metals group outokumpu said fourth quarter net profit tripled back strong global demand stainless steel soaring base metal prices proceeds sale technology unit
1,renovation biggest moulding line orhangazi foundry modern line europe
1,finnish silicon wafers manufacturer okmetic oyj said swung net profit 4 9 mln euro 6 3 mln first nine months 2006 net loss 1 8 mln euro 2 3 mln year earlier
0,sales seppala diminished 6 per cent
1,ruukki order book end 2010 30 year year 10 quarter quarter
1,agreement shb 30 december 2009 finnish financial services group aktia hel aktav concluded market making agreement svenska handelsbanken sto shb shb two parties said today
1,company reports loss period eur 0 4 mn compared loss eur 1 9 mn corresponding period 2005
1,mobile phone shipments jumped 26 percent almost 112 million units finnish company global market share rose 39 percent 36 percent
1,company makes garden tools scissors consumer goods said earnings boosted 6 9 mln eur income received 16 7 pct shareholding finnish engineering group wartsila
0,however net sales declined eur 803 6 million eur 1 2 billion
0,several large stocks tacked lower however
1,cash flow business operations totalled eur 0 4 mn compared 0 eur 15 5 mn first half 2008
0,operating profit decreased eur 16mn eur 21 1 mn 2008
1,agreement geosentric provide gypsii powered hotel information reservation services visitors china including popular cities beijing shanghai
1,previously company estimated operating profit reach level 2005
1,tomtom given assurances continue sell maps competitors wins eu approval
0,elcoteq group recently announced last three months previous year brought major loss half billion kroons eur 32 mln fifth quarter running
0,pretax profit decreased 37 eur 193 1 mn eur 305 6 mn
1,acquisition solteq expand solutions offering microsoft dynamics business software products
1,combining deep domain expertise application service management asm outsourcing service offerings proved winning combination
1,combined foreign investments creates interesting opportunities solteq
1,agreement expands tekla structures scope use bridge design
1,operating profit net sales three month period increased respectively eur15 1 eur131 5 compared corresponding period 2005
1,adp news feb 11 2009 finnish management software solutions provider ixonos oyj hel xns1v said today net profit rose eur 3 5 million usd 4 5 2008 eur 3 1 million 2007
0,notified result company issuing 14 432 000 new shares directed offering joint holdings pequot decreased 1 10 9 63 total number shares votes company
1,finnish engineering technology company metso oyj said may 27 2008 completed acquisition paper machinery technology japanese engineering company mitsubishi heavy industries mhi undisclosed sum
1,individual promotion also generated slightly higher expected revenues
1,operating profit asian plants grew markedly
1,finnish aktia group operating profit rose eur 17 5 mn first quarter 2010 eur 8 2 mn first quarter 2009
0,omx helsinki index 0 33 pct lower 9 364 80 omx helsinki cap portfolio index 0 34 pct 5 029 25
1,kalnapilio tauro grupe kalnapilis tauras group owned denmark royal unibrew raised market share 25 2 percent 23 91 percent beer sales nine months jumped 11 4 percent 52 99 million liters
1,20 october 2010 finnish metal products company componenta oyj hel cth1v said yesterday net loss narrowed eur7m first nine months 2010 eur23 3 period 2009
0,finnish national carrier said net loss april june euro26 million net profit euro13 million year earlier
1,marubeni marubeni corporation tse 8002 adr maruy established 1858 core company marubeni group one japan leading general trading houses
1,previously concluded adaptation measures concerning staff adequate time planning operations continue plant company said
0,relations city damaged comments mr ashley criticising city investors analysts cry babies
1,net sales finnish food industry company l nnen tehtaat continuing operations increased 13 2008 eur 349 1 mn eur 309 6 mn 2007
1,company also said poland profitability program launched oborniki steel frame sandwich panel plant
1,scania morgan stanley lifted share target swedish heavy duty truck bus maker scania ab 330 crowns 42 4 35 2 euro 310 crowns 39 8 33 1 euro
1,financial report published friday seb said net profit soared sek6 745 bn 2010 year earlier sek1 114 bn proposed 50 dividend increase sek1 50 per share
1,concerns remain longer term size scale may enable nokia hold newfound margin improvements near term analyst wrote
0,finnish power supply solutions systems provider efore oyj said net loss widened 3 2 mln euro 4 2 mln first quarter fiscal 2006 2007 ending october 31 2007 900 000 euro 1 2 mln period fiscal 2005 06
0,ruukki group calculates lost eur 4mn failed project
1,demand brisk expected order levels remained high
1,company intends raise production capacity 2006
1,lean system supports change management component purchasing extremely well
1,company operating income ebit totalled eur 0 0 mn eur 0 3 mn year year
1,finland neste oil awarded chemical industry federation finland innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat
1,stonegate utm solution offers protection inbound outbound attacks
0,earnings per share eps 2005 decreased eur0 66 eur1 15 2004
1,sales finland rose 3 9 international growth 0 7
1,operating profit net sales three month period increased respectively eur16 0 eur139m compared corresponding quarter 2006
1,second quarter 2010 group net profit rose eur 3 1 million eur 2 5 million april june 2009
1,combines perfect price performance sophisticated management facilities company said
1,offer represents premium 24 stock closing price friday
1,hope increase traffic volumes opening freight one scandinavia
1,residentialconstruction particular picked several markets
1,industry investment interested glaston solar energy projects
1,sony ericsson nokia dominated list best selling handsets five models
1,raisio bid buy glisten win win deal companies chairman uk snacks firm told food today 10 february
1,london marketwatch nokia nok said five year services contract run hutchison essar network operations nine locations india
1,earnings per share eps first quarter 2007 amounted eur0 07 eur0 04
1,repair maintenance business accounted net sales eur 645 3 mn eur 563 6 mn
1,third quarter net sales increased 12 year year eur 159 5 million 6 comparable currency rates growth
1,plan estimated generate eur 5 million usd 6 5 cost savings annual basis
0,move triggered weak demand forestry equipment uncertain market situation
0,repeats sees 2008 operating profit reporting helsinki newsroom keywords tecnomen results
1,new agreement expands long established cooperation companies involves transfer certain engineering documentation functions larox etteplan
1,second quarter 2010 raute net loss narrowed eur 123 000 eur 1 5 million period 2009
1,world biggest magazine paper maker said program improve efficiency include closing several least competitive mills would cover company operations resulting annual savings euro200 million us 240 million
1,1 block lamp harri koskinen light introduced 1996 bestseller ever since
1,passenger related revenue rose 5 1 eur 460 8 mn eur 438 5 mn 2009
1,middle east north africa tecnotree grown considerably recent years
1,lule municipality awarded yit 2 year contract property management one third municipality properties total area 140 000 sq metres
1,loans used finance strategic investments shopping center redevelopment projects refinancing maturing debt
0,terms aforementioned funding considerably bank current cds levels market maturity ranging 1 7 5 years
1,new production line completed contract production hormone treatments
1,according company updated strategy years 2009 2012 basware targets long term net sales growth range 20 40 operating profit margin 10 20 net sales
0,finnish automation solutions developer cencorp corporation omx helsinki cnc1v issued thursday 18 september profit warning third quarter 2008
0,real estate company posted net loss x201a 59 3 million x201a 0 21 per share compared net profit x201a 31 million x201a 0 11 per share corresponding quarter 2007
1,exports accounted 65 4 net sales representing time record company
1,prove efficiency china mobile system rod baber english climber climbed mount everest summit successfully made calls
1,finnish okmetic manufactures processes silicon wafers semiconductor sensor industries norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystals use solar cell manufacturing
1,third quarter 2010 net sales increased 5 2 eur 205 5 mn operating profit 34 9 eur 23 5 mn
1,looking forward contribute srv success competence says taneli hassinen
1,finnish software developer basware oyj said november 30 2006 u subsidiary basware inc order provide software contract lifecycle management unnamed u medical technology company
0,salonen added data shows producers pulp inventories north america declining
1,teliasonera secured deliveries 4g modems support 3g 2g second quarter 2010
1,geosolutions technology leverage benefon gps solutions providing location based search technology communities platform location relevant multimedia content new powerful commercial model
1,operating profit net sales six month period increased respectively eur7 5 eur655 5 compared corresponding period 2005
1,sales security system packaging increased slightly
1,company order book stood 1 5 bln euro 2 2 bln september 30 2007 24 2 pct year international orders amounting 365 mln euro 534 3 mln
1,deal strengthens ramirent position especially industrial sector large investment projects
1,addition lehdentekijat oy start producing new membership magazine viisas raha wise money association
0,scanfil execute temporary lay offs mid october 2009 job cuts march 2010
1,company net profit amounted ee 55 5 mn 36 2004
1,kaido kaare general director atria eesti says company investments upgrade pig farms surpass eek 150mn eur 9 59 mn usd 14 19 mn past years
0,see market continues tight magazine papers target close deals end year
1,diluted earnings per share eps rose eur 1 05 eur 0 64
0,adp news feb 12 2009 finnish construction company lemminkainen oyj hel lem1s said today net profit decreased eur 63 5 million usd 81 1 2008 eur 80 6 million 2007
1,program target structural cost reductions eur 30mn 2009
0,vanhanen said strike would extremely damaging 1 300 participants reporters begin arrive finland one day eu summit russian president vladimir putin lahti 100 kilometers 60 miles north helsinki
0,third quarter fiscal 2008 efore swung net loss eur 400 000 versus net profit eur 200 000 corresponding period fiscal 2007
1,precedex approved iv sedation initially intubated mechanically ventilated patients intensive care
1,production expand elcoteq locations including mexico hungary 2010
0,omx helsinki index 0 34 pct 8 256 02 turnover 813 191 mln eur
0,result negotiations employment 130 blue white collar employees oulu plant would terminated
1,operating profit totaled eur 17 7 mn compared eur 17 6 mn corresponding period 2007
1,operating profit net sales six month period increased respectively eur18 1 eur127 6 compared corresponding period 2006
1,representative body swedish meats approved improved offer finnish hk ruokatalo acquire company
1,revenue grew 2 percent x20ac 580 million 743 million x20ac 569 million
1,extension new contract eight engines plant produce 100 mw said
1,total operating revenue grew 27 6 year year eur61m
1,turun kaupunkin finland based company awarded contract lemminkainen talotekniikka oy electrical installation work
1,reached agreement union flights continue normal finnair spokesman usko maatta said
0,exports goods fell 59 imports 16 7
1,aspocomp repaid interest bearing liability standard chartered bank use rest consideration partially repay interest bearing liabilities finland improve liquidity
1,finnish talentum reports operating profit increased eur 20 5 mn 2005 eur 9 3 mn 2004 net sales totaled eur 103 3 mn eur 96 4 mn
0,operating profit 12 month period decreased eur157 5 net sales increased eur634 3 compared 2007
0,finnair passenger load factor measures number sold seats share available seats dropped 1 3 percentage points 76 7 september
0,subscription sales decreased slightly
0,measures result weak demand shipbuilding industry
1,operating profit net sales 12 month period increased respectively eur20 8 eur177 7 compared financial year 2004
0,helsinki afx kci konecranes said franklin resources inc share voting rights finnish cranes company fell last week 4 65 pct 9 pct october 2005
1,via move company aims annual savings eur3m main part expected realized year
1,finnair plc carried record 8 8 million passengers 2006 increase 3 5 percent previous year finnish national carrier reported tuesday
1,broker initiated palfinger ag konecranes oyj buy recommendations 51 42 eur price targets respectively
1,neste oil corp signed long term procurement contracts honkajoki oy findest protein oy owned finnish food manufacturers supply animal fat biodiesel production neste 200 000 b cd porvoo finland refinery
1,profit period eur 9 8 mn eur 6 0 mn 2004
0,operating loss pulp paper machinery unit eur 3mn september 2007 august 2008 compared profit eur 3 7 mn year earlier
0,however growth margin slowed due financial crisis
1,ramirent leading company machinery equipment rentals construction industry
1,earnings per share quarter came 0 25 eur 0 20 eur quarter year earlier
1,finnish pulp paper machinery maker vaahto group oyj swung 1 1 mln euro 1 4 mln net profit fiscal 2005 06 ended august 31 2006 249 000 euro 319 000 net loss fiscal 2004 05
1,company said started investigate streamlining operations order meet tightening competition mobile phone charger market
1,new factory working model reorganisations would decrease nokian tyres costs factory eur 30 million usd 38 7
1,long unprofitable period food division posted profitable result speaks healthier cost structure new approach business operations rihko said
1,operating profit eur 11 4 mn eur 7 5 mn
1,finnish plumbing heating systems supplier uponor corporation omx helsinki unr1v said tuesday 12 august board directors authorised management proceed company wide cost reduction program
1,rose 15 7 24 8 finland abroad respectively eur 7 million eur 4 2 million due 40 growth russia
1,exports grew 16 5 percent 19 1 million liters
1,first nine months 2010 company net loss narrowed eur 415 000 eur 7 4 million corresponding period 2009
1,finnish steel maker rautaruukki oyj hel rtrks ruukki said today net loss contracted eur 49 million usd 68 2 first nine months 2010 eur 229 million period year ago
1,nordic business report 26 june 2006 metso corporation wins eur50m equipment order australia 1998 2006 m2 communications ltd finnish engineering technology group metso corporation said monday 26 june received eur50m equipment order australia
0,scanfil systems supplier contract manufacturer communications sector give notice 20 productional employees temporarily lay 15 employees company plant sievi finland
1,operating profit rose eur 27 8 mn eur 17 5 mn 2008
1,growth activeness talentum customers started end 2009 continued reporting period company stated
0,profit period eur 10 9 mn eur 14 3 mn 2009
0,cash flow operations recent quarter also reached eight year low
0,20 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v l said monday expects operating profit excluding non recurring items whole 2010 slightly lower 2009
0,baltic countries sales fell 40 2 russia 23 2 terms euros 10 7 terms local currency
1,based upon unique fiber expertise innovative approach company strong market position several business areas operates
0,operating loss non recurring items eur 0 9 mn compared profit eur 11 5 mn 2008
1,cargotec germany gmbh awarded contract stadtverwaltung mainz chassis bodies open procedure
0,total 140 jobs reduced raahe steel works
1,pretax profit group life insurance business increased eur 36 million eur 27 million
1,raute posted net profit 1 8 mln euro 2 6 mln third quarter 2007 compared net loss 299 000 euro 430 000 corresponding period 2006
0,making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation
1,4 february 2011 finnish broadband data communication systems provider teleste oyj hel tlt1v saw net profit jump eur2 1 last quarter 2010 eur995 000 period 2009
1,espoon kaupunki awarded contracts personal care products
0,finnish forest machinery manufacturer ponsse issued profit warning
